time,pdu_id,upf_id,cpu_allocated,observed_latency,required_cpu,required_max_latency,status,event
84.34,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
84.38,91,1.0,0.0,inf,32.07839204545455,0.88,UNSATISFIED,START
85.63,92,1.0,0.0,inf,82.79877118644069,0.59,UNSATISFIED,START
87.06,93,1.0,0.0,inf,91.25992045454545,0.44,UNSATISFIED,START
87.11,4,3.0,46.240974025974026,0.77,,0.77,SATISFIED,TERMINATE
87.11,38,3.0,63.746731707317075,0.41,63.746731707317075,0.41,SATISFIED,REBALANCE
87.11,70,3.0,92.00352314814815,0.54,92.00352314814815,0.54,SATISFIED,REBALANCE
87.11,71,3.0,59.917546875000006,0.48,59.917546875000006,0.48,SATISFIED,REBALANCE
87.11,73,3.0,78.45971022727272,0.44,78.45971022727272,0.44,SATISFIED,REBALANCE
87.52,93,1.0,0.0,inf,,0.44,UNSATISFIED,TERMINATE
87.52,8,1.0,38.89821538461538,0.65,38.89821538461538,0.65,SATISFIED,REBALANCE
87.52,49,1.0,29.937072222222227,0.9,29.937072222222227,0.9,SATISFIED,REBALANCE
87.52,50,1.0,83.6607966101695,0.59,83.6607966101695,0.59,SATISFIED,REBALANCE
87.52,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
87.52,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
87.52,60,1.0,58.029758928571425,0.84,58.029758928571425,0.84,SATISFIED,REBALANCE
87.52,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
87.52,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
87.52,89,1.0,38.49839814814815,0.8099999999999999,38.49839814814815,0.81,SATISFIED,REBALANCE
87.52,90,1.0,49.00486824324325,0.74,49.00486824324325,0.74,SATISFIED,REBALANCE
87.52,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
87.52,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
87.88,94,3.0,0.0,inf,68.25793333333334,0.45,UNSATISFIED,START
88.01,89,1.0,38.49839814814815,0.8099999999999999,,0.81,SATISFIED,TERMINATE
88.01,8,1.0,38.89821538461538,0.65,38.89821538461538,0.65,SATISFIED,REBALANCE
88.01,49,1.0,29.937072222222227,0.9,29.937072222222227,0.9,SATISFIED,REBALANCE
88.01,50,1.0,83.6607966101695,0.59,83.6607966101695,0.59,SATISFIED,REBALANCE
88.01,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
88.01,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
88.01,60,1.0,58.029758928571425,0.84,58.029758928571425,0.84,SATISFIED,REBALANCE
88.01,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
88.01,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
88.01,90,1.0,49.00486824324325,0.74,49.00486824324325,0.74,SATISFIED,REBALANCE
88.01,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
88.01,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
88.11,77,0.0,51.71454929577465,0.71,,0.71,SATISFIED,TERMINATE
88.11,6,0.0,44.80635080645161,0.62,44.80635080645161,0.62,SATISFIED,REBALANCE
88.11,22,0.0,30.48658132530121,0.83,30.48658132530121,0.83,SATISFIED,REBALANCE
88.11,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
88.11,28,0.0,28.55842021276596,0.94,28.55842021276596,0.94,SATISFIED,REBALANCE
88.11,74,0.0,78.17120634920636,0.63,78.17120634920636,0.63,SATISFIED,REBALANCE
88.11,75,0.0,61.40396333333334,0.75,61.40396333333334,0.75,SATISFIED,REBALANCE
88.11,76,0.0,62.10569932432432,0.74,62.10569932432432,0.74,SATISFIED,REBALANCE
88.11,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
88.11,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
88.11,81,0.0,63.86035616438356,0.73,63.86035616438356,0.73,SATISFIED,REBALANCE
88.11,82,0.0,60.43003333333334,0.75,60.43003333333334,0.75,SATISFIED,REBALANCE
88.11,83,0.0,68.48348287671233,0.73,68.48348287671233,0.73,SATISFIED,REBALANCE
88.11,84,0.0,57.374620689655174,0.87,57.374620689655174,0.87,SATISFIED,REBALANCE
88.11,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
88.11,86,0.0,88.44937,0.5,88.44937,0.5,SATISFIED,REBALANCE
89.36,95,3.0,0.0,inf,58.04516319444445,0.72,UNSATISFIED,START
90.04,96,3.0,0.0,inf,55.4153493150685,0.73,UNSATISFIED,START
90.29,96,3.0,0.0,inf,,0.73,UNSATISFIED,TERMINATE
90.29,38,3.0,63.746731707317075,0.41,63.746731707317075,0.41,SATISFIED,REBALANCE
90.29,70,3.0,92.00352314814815,0.54,92.00352314814815,0.54,SATISFIED,REBALANCE
90.29,71,3.0,59.917546875000006,0.48,59.917546875000006,0.48,SATISFIED,REBALANCE
90.29,73,3.0,78.45971022727272,0.44,78.45971022727272,0.44,SATISFIED,REBALANCE
90.29,94,3.0,68.25793333333334,0.44999999999999996,68.25793333333334,0.45,SATISFIED,REBALANCE
90.29,95,3.0,58.04516319444445,0.72,58.04516319444445,0.72,SATISFIED,REBALANCE
90.49,8,1.0,38.89821538461538,0.65,,0.65,SATISFIED,TERMINATE
90.49,49,1.0,29.937072222222227,0.9,29.937072222222227,0.9,SATISFIED,REBALANCE
90.49,50,1.0,83.6607966101695,0.59,83.6607966101695,0.59,SATISFIED,REBALANCE
90.49,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
90.49,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
90.49,60,1.0,58.029758928571425,0.84,58.029758928571425,0.84,SATISFIED,REBALANCE
90.49,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
90.49,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
90.49,90,1.0,49.00486824324325,0.74,49.00486824324325,0.74,SATISFIED,REBALANCE
90.49,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
90.49,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
90.78,97,2.0,0.0,inf,59.56853947368422,0.57,UNSATISFIED,START
91.33,98,2.0,0.0,inf,50.616254545454545,0.55,UNSATISFIED,START
91.36,99,2.0,0.0,inf,59.699042857142864,0.7,UNSATISFIED,START
91.47,100,2.0,0.0,inf,61.30272983870967,0.62,UNSATISFIED,START
91.51,101,2.0,0.0,inf,51.520883720930236,0.86,UNSATISFIED,START
92.12,49,1.0,29.937072222222227,0.9,,0.9,SATISFIED,TERMINATE
92.12,50,1.0,83.6607966101695,0.59,83.6607966101695,0.59,SATISFIED,REBALANCE
92.12,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
92.12,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
92.12,60,1.0,58.029758928571425,0.84,58.029758928571425,0.84,SATISFIED,REBALANCE
92.12,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
92.12,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
92.12,90,1.0,49.00486824324325,0.74,49.00486824324325,0.74,SATISFIED,REBALANCE
92.12,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
92.12,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
92.43,60,1.0,58.029758928571425,0.84,,0.84,SATISFIED,TERMINATE
92.43,50,1.0,83.6607966101695,0.59,83.6607966101695,0.59,SATISFIED,REBALANCE
92.43,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
92.43,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
92.43,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
92.43,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
92.43,90,1.0,49.00486824324325,0.74,49.00486824324325,0.74,SATISFIED,REBALANCE
92.43,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
92.43,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
92.49,50,1.0,83.6607966101695,0.59,,0.59,SATISFIED,TERMINATE
92.49,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
92.49,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
92.49,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
92.49,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
92.49,90,1.0,49.00486824324325,0.74,49.00486824324325,0.74,SATISFIED,REBALANCE
92.49,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
92.49,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
92.52,102,2.0,0.0,inf,49.355957792207796,0.77,UNSATISFIED,START
92.9,103,2.0,0.0,inf,85.74914351851852,0.54,UNSATISFIED,START
93.07,90,1.0,49.00486824324325,0.74,,0.74,SATISFIED,TERMINATE
93.07,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
93.07,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
93.07,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
93.07,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
93.07,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
93.07,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
93.23,94,3.0,68.25793333333334,0.44999999999999996,,0.45,SATISFIED,TERMINATE
93.23,38,3.0,63.746731707317075,0.41,63.746731707317075,0.41,SATISFIED,REBALANCE
93.23,70,3.0,92.00352314814815,0.54,92.00352314814815,0.54,SATISFIED,REBALANCE
93.23,71,3.0,59.917546875000006,0.48,59.917546875000006,0.48,SATISFIED,REBALANCE
93.23,73,3.0,78.45971022727272,0.44,78.45971022727272,0.44,SATISFIED,REBALANCE
93.23,95,3.0,58.04516319444445,0.72,58.04516319444445,0.72,SATISFIED,REBALANCE
93.61,104,2.0,0.0,inf,79.17891836734694,0.49,UNSATISFIED,START
94.57,44,4.0,65.17251020408163,0.49,,0.49,SATISFIED,TERMINATE
94.57,9,4.0,50.995159722222226,0.72,50.995159722222226,0.72,SATISFIED,REBALANCE
94.57,14,4.0,61.48045422535211,0.71,61.48045422535211,0.71,SATISFIED,REBALANCE
94.57,42,4.0,42.813435294117646,0.85,42.813435294117646,0.85,SATISFIED,REBALANCE
94.57,45,4.0,42.432900000000004,0.6999999999999998,42.432900000000004,0.7,SATISFIED,REBALANCE
94.57,47,4.0,37.59311666666667,0.8999999999999999,37.59311666666667,0.9,SATISFIED,REBALANCE
94.57,53,4.0,45.717154761904766,0.84,45.717154761904766,0.84,SATISFIED,REBALANCE
95.99,105,4.0,0.0,inf,48.17709876543209,0.81,UNSATISFIED,START
96.27,106,4.0,0.0,inf,79.51922033898305,0.59,UNSATISFIED,START
96.8,107,4.0,0.0,inf,50.850829710144936,0.69,UNSATISFIED,START
98.21,108,4.0,0.0,inf,41.69173529411765,0.68,UNSATISFIED,START
98.47,109,4.0,0.0,inf,33.841536184210526,0.76,UNSATISFIED,START
98.55,110,4.0,0.0,inf,57.734779605263164,0.76,UNSATISFIED,START
98.58,82,0.0,60.43003333333334,0.75,,0.75,SATISFIED,TERMINATE
98.58,6,0.0,44.80635080645161,0.62,44.80635080645161,0.62,SATISFIED,REBALANCE
98.58,22,0.0,30.48658132530121,0.83,30.48658132530121,0.83,SATISFIED,REBALANCE
98.58,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
98.58,28,0.0,28.55842021276596,0.94,28.55842021276596,0.94,SATISFIED,REBALANCE
98.58,74,0.0,78.17120634920636,0.63,78.17120634920636,0.63,SATISFIED,REBALANCE
98.58,75,0.0,61.40396333333334,0.75,61.40396333333334,0.75,SATISFIED,REBALANCE
98.58,76,0.0,62.10569932432432,0.74,62.10569932432432,0.74,SATISFIED,REBALANCE
98.58,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
98.58,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
98.58,81,0.0,63.86035616438356,0.73,63.86035616438356,0.73,SATISFIED,REBALANCE
98.58,83,0.0,68.48348287671233,0.73,68.48348287671233,0.73,SATISFIED,REBALANCE
98.58,84,0.0,57.374620689655174,0.87,57.374620689655174,0.87,SATISFIED,REBALANCE
98.58,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
98.58,86,0.0,88.44937,0.5,88.44937,0.5,SATISFIED,REBALANCE
98.89,111,4.0,0.0,inf,61.37536363636363,0.66,UNSATISFIED,START
99.07,112,4.0,0.0,inf,60.00280985915494,0.71,UNSATISFIED,START
99.54,97,2.0,0.0,inf,,0.57,UNSATISFIED,TERMINATE
99.54,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
99.54,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
99.54,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
99.54,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
99.54,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
99.54,98,2.0,50.616254545454545,0.55,50.616254545454545,0.55,SATISFIED,REBALANCE
99.54,99,2.0,59.699042857142864,0.7,59.699042857142864,0.7,SATISFIED,REBALANCE
99.54,100,2.0,61.30272983870967,0.62,61.30272983870967,0.62,SATISFIED,REBALANCE
99.54,101,2.0,51.520883720930236,0.86,51.520883720930236,0.86,SATISFIED,REBALANCE
99.54,102,2.0,49.355957792207796,0.77,49.355957792207796,0.77,SATISFIED,REBALANCE
99.54,103,2.0,85.74914351851852,0.54,85.74914351851852,0.54,SATISFIED,REBALANCE
99.54,104,2.0,79.17891836734694,0.48999999999999994,79.17891836734694,0.49,SATISFIED,REBALANCE
99.75,83,0.0,68.48348287671233,0.73,,0.73,SATISFIED,TERMINATE
99.75,6,0.0,44.80635080645161,0.62,44.80635080645161,0.62,SATISFIED,REBALANCE
99.75,22,0.0,30.48658132530121,0.83,30.48658132530121,0.83,SATISFIED,REBALANCE
99.75,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
99.75,28,0.0,28.55842021276596,0.94,28.55842021276596,0.94,SATISFIED,REBALANCE
99.75,74,0.0,78.17120634920636,0.63,78.17120634920636,0.63,SATISFIED,REBALANCE
99.75,75,0.0,61.40396333333334,0.75,61.40396333333334,0.75,SATISFIED,REBALANCE
99.75,76,0.0,62.10569932432432,0.74,62.10569932432432,0.74,SATISFIED,REBALANCE
99.75,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
99.75,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
99.75,81,0.0,63.86035616438356,0.73,63.86035616438356,0.73,SATISFIED,REBALANCE
99.75,84,0.0,57.374620689655174,0.87,57.374620689655174,0.87,SATISFIED,REBALANCE
99.75,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
99.75,86,0.0,88.44937,0.5,88.44937,0.5,SATISFIED,REBALANCE
100.58,57,1.0,38.75389666666667,0.75,,0.75,SATISFIED,TERMINATE
100.58,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
100.58,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
100.58,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
100.58,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
100.58,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
101.01,14,4.0,61.48045422535211,0.71,,0.71,SATISFIED,TERMINATE
101.01,9,4.0,50.995159722222226,0.72,50.995159722222226,0.72,SATISFIED,REBALANCE
101.01,42,4.0,42.813435294117646,0.85,42.813435294117646,0.85,SATISFIED,REBALANCE
101.01,45,4.0,42.432900000000004,0.6999999999999998,42.432900000000004,0.7,SATISFIED,REBALANCE
101.01,47,4.0,37.59311666666667,0.8999999999999999,37.59311666666667,0.9,SATISFIED,REBALANCE
101.01,53,4.0,45.717154761904766,0.84,45.717154761904766,0.84,SATISFIED,REBALANCE
101.01,105,4.0,48.17709876543209,0.81,48.17709876543209,0.81,SATISFIED,REBALANCE
101.01,106,4.0,79.51922033898305,0.59,79.51922033898305,0.59,SATISFIED,REBALANCE
101.01,107,4.0,50.850829710144936,0.69,50.850829710144936,0.69,SATISFIED,REBALANCE
101.01,108,4.0,41.69173529411765,0.68,41.69173529411765,0.68,SATISFIED,REBALANCE
101.01,109,4.0,33.841536184210526,0.76,33.841536184210526,0.76,SATISFIED,REBALANCE
101.01,110,4.0,57.734779605263164,0.76,57.734779605263164,0.76,SATISFIED,REBALANCE
101.01,111,4.0,61.37536363636363,0.66,61.37536363636363,0.66,SATISFIED,REBALANCE
101.01,112,4.0,60.00280985915494,0.71,60.00280985915494,0.71,SATISFIED,REBALANCE
103.47,110,4.0,57.734779605263164,0.76,,0.76,SATISFIED,TERMINATE
103.47,9,4.0,50.995159722222226,0.72,50.995159722222226,0.72,SATISFIED,REBALANCE
103.47,42,4.0,42.813435294117646,0.85,42.813435294117646,0.85,SATISFIED,REBALANCE
103.47,45,4.0,42.432900000000004,0.6999999999999998,42.432900000000004,0.7,SATISFIED,REBALANCE
103.47,47,4.0,37.59311666666667,0.8999999999999999,37.59311666666667,0.9,SATISFIED,REBALANCE
103.47,53,4.0,45.717154761904766,0.84,45.717154761904766,0.84,SATISFIED,REBALANCE
103.47,105,4.0,48.17709876543209,0.81,48.17709876543209,0.81,SATISFIED,REBALANCE
103.47,106,4.0,79.51922033898305,0.59,79.51922033898305,0.59,SATISFIED,REBALANCE
103.47,107,4.0,50.850829710144936,0.69,50.850829710144936,0.69,SATISFIED,REBALANCE
103.47,108,4.0,41.69173529411765,0.68,41.69173529411765,0.68,SATISFIED,REBALANCE
103.47,109,4.0,33.841536184210526,0.76,33.841536184210526,0.76,SATISFIED,REBALANCE
103.47,111,4.0,61.37536363636363,0.66,61.37536363636363,0.66,SATISFIED,REBALANCE
103.47,112,4.0,60.00280985915494,0.71,60.00280985915494,0.71,SATISFIED,REBALANCE
104.2,101,2.0,51.520883720930236,0.86,,0.86,SATISFIED,TERMINATE
104.2,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
104.2,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
104.2,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
104.2,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
104.2,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
104.2,98,2.0,50.616254545454545,0.55,50.616254545454545,0.55,SATISFIED,REBALANCE
104.2,99,2.0,59.699042857142864,0.7,59.699042857142864,0.7,SATISFIED,REBALANCE
104.2,100,2.0,61.30272983870967,0.62,61.30272983870967,0.62,SATISFIED,REBALANCE
104.2,102,2.0,49.355957792207796,0.77,49.355957792207796,0.77,SATISFIED,REBALANCE
104.2,103,2.0,85.74914351851852,0.54,85.74914351851852,0.54,SATISFIED,REBALANCE
104.2,104,2.0,79.17891836734694,0.48999999999999994,79.17891836734694,0.49,SATISFIED,REBALANCE
105.7,47,4.0,37.59311666666667,0.8999999999999999,,0.9,SATISFIED,TERMINATE
105.7,9,4.0,50.995159722222226,0.72,50.995159722222226,0.72,SATISFIED,REBALANCE
105.7,42,4.0,42.813435294117646,0.85,42.813435294117646,0.85,SATISFIED,REBALANCE
105.7,45,4.0,42.432900000000004,0.6999999999999998,42.432900000000004,0.7,SATISFIED,REBALANCE
105.7,53,4.0,45.717154761904766,0.84,45.717154761904766,0.84,SATISFIED,REBALANCE
105.7,105,4.0,48.17709876543209,0.81,48.17709876543209,0.81,SATISFIED,REBALANCE
105.7,106,4.0,79.51922033898305,0.59,79.51922033898305,0.59,SATISFIED,REBALANCE
105.7,107,4.0,50.850829710144936,0.69,50.850829710144936,0.69,SATISFIED,REBALANCE
105.7,108,4.0,41.69173529411765,0.68,41.69173529411765,0.68,SATISFIED,REBALANCE
105.7,109,4.0,33.841536184210526,0.76,33.841536184210526,0.76,SATISFIED,REBALANCE
105.7,111,4.0,61.37536363636363,0.66,61.37536363636363,0.66,SATISFIED,REBALANCE
105.7,112,4.0,60.00280985915494,0.71,60.00280985915494,0.71,SATISFIED,REBALANCE
106.44,103,2.0,85.74914351851852,0.54,,0.54,SATISFIED,TERMINATE
106.44,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
106.44,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
106.44,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
106.44,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
106.44,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
106.44,98,2.0,50.616254545454545,0.55,50.616254545454545,0.55,SATISFIED,REBALANCE
106.44,99,2.0,59.699042857142864,0.7,59.699042857142864,0.7,SATISFIED,REBALANCE
106.44,100,2.0,61.30272983870967,0.62,61.30272983870967,0.62,SATISFIED,REBALANCE
106.44,102,2.0,49.355957792207796,0.77,49.355957792207796,0.77,SATISFIED,REBALANCE
